ID,WnvPresent
1,0.000399565469706
2,0.00136109662708
3,0.00175421859603
4,0.0010846798541
5,0.00115974934306
6,0.00156162946951
7,0.00175421859603
8,0.00173204229213
9,0.000654442759696
10,0.000706660095602
11,0.00098517537117
12,0.00068513705628
13,0.000636006938294
14,0.000992567278445
15,0.00098517537117
16,0.000942377082538
17,0.00103730347473
18,0.00123984669335
19,0.00152088643517
20,0.000988194369711
21,0.00106488610618
22,0.00125340360682
23,0.00152088643517
24,0.00139022816438
25,0.000840232183691
26,0.00135117804166
27,0.00142302818131
28,0.000678718381096
29,0.000553540536202
30,0.000921681290492
31,0.00142302818131
32,0.00106808647979
33,0.000595972815063
34,0.000871309603099
35,0.000605355249718
36,0.000489726138767
37,0.000421322183684
38,0.000647933455184
39,0.000605355249718
40,0.000829553231597
41,0.000777090841439
42,0.00122016982641
43,0.000685035542119
44,0.000455480650999
45,0.00044777255971
46,0.000704707112163
47,0.000685035542119
48,0.000865996640641
49,0.000592412077822
50,0.000891001953278
51,0.000665773404762
52,0.000522233778611
53,0.000441308220616
54,0.000678661803249
55,0.000665773404762
56,0.000867993396241
57,0.000755669840146
58,0.00120663805865
59,0.000849520845804
60,0.000615787866991
61,0.000504814728629
62,0.000811560428701
63,0.000849520845804
64,0.00105126528069
65,0.000889610731974
66,0.00106237560976
67,0.00128619140014
68,0.000638828147203
69,0.000499087676872
70,0.000809806515463
71,0.00128619140014
72,0.000812523416243
73,0.00236558588222
74,0.00126639136579
75,0.00135064485949
76,0.00100355118047
77,0.000980860670097
78,0.001066762954
79,0.00135064485949
80,0.000769798294641
81,0.000723075820133
82,0.00110876129474
83,0.000666528590955
84,0.000433798908489
85,0.00042901354027
86,0.00067116972059
87,0.000666528590955
88,0.000824789749458
89,0.00160739617422
90,0.00107138580643
91,0.00150091142859
92,0.000880070612766
93,0.000783203635365
94,0.000945790670812
95,0.00150091142859
96,0.00108719896525
97,0.00269499816932
98,0.00242647877894
99,0.0020006839186
100,0.00139442284126
101,0.00120869593229
102,0.00223424332216
103,0.0020006839186
104,0.00274021085352
105,0.000474932807265
106,0.000680460303556
107,0.000795610947534
108,0.00044901680667
109,0.000381404795917
110,0.000572686840314
111,0.000795610947534
112,0.000605845882092
113,0.000941511476412
114,0.00116066006012
115,0.00111802539323
116,0.000699330179486
117,0.000726671365555
118,0.00107518420555
119,0.00111802539323
120,0.00107735267375
121,0.000585579895414
122,0.000901688123122
123,0.00103364756797
124,0.00054599827854
125,0.000495842599776
126,0.000751691637561
127,0.00103364756797
128,0.000795312225819
129,0.000887354603037
130,0.00111780012958
131,0.00108488975093
132,0.000807074364275
133,0.000716276408639
134,0.00122532469686
135,0.00108488975093
136,0.0011599289719
137,0.00202700239606
138,0.00156215450261
139,0.00144566060044
140,0.00111604563426
141,0.000977363437414
142,0.00156208768021
143,0.00144566060044
144,0.00176474440377
145,0.000521363865118
146,0.000498159439303
147,0.0007076918846
148,0.000670279900078
149,0.000711124623194
150,0.000677949457895
151,0.0007076918846
152,0.000758761190809
153,0.000466647616122
154,0.0011098672403
155,0.00133069499861
156,0.000959684257396
157,0.000905253284145
158,0.00123270077165
159,0.00133069499861
160,0.00136359944008
161,0.000732704414986
162,0.00104560691398
163,0.00112956191879
164,0.000713465502486
165,0.000720016891137
166,0.0011343738297
167,0.00112956191879
168,0.00110557919834
169,0.000800622801762
170,0.00135352148209
171,0.00145857001189
172,0.000703680678271
173,0.00058613793226
174,0.000958422780968
175,0.00145857001189
176,0.00106135348324
177,0.000889488263056
178,0.000972376205027
179,0.00117601081729
180,0.000787906930782
181,0.000720438663848
182,0.00126946845558
183,0.00117601081729
184,0.0011594274547
185,0.000772532715928
186,0.00130528782029
187,0.00102950516157
188,0.000657039694488
189,0.000576131045818
190,0.000881741754711
191,0.00102950516157
192,0.00109136209358
193,0.00173667550553
194,0.00155034358613
195,0.00158296362497
196,0.00114174070768
197,0.0010632033227
198,0.00168441655114
199,0.00158296362497
200,0.0020872540772
201,0.00091141363373
202,0.0014306367375
203,0.00101634475868
204,0.000701795739587
205,0.000625771819614
206,0.000949570327066
207,0.00101634475868
208,0.00118061201647
209,0.00139814824797
210,0.00112899113446
211,0.00177279987838
212,0.00097828626167
213,0.000882645428646
214,0.00102614902426
215,0.00177279987838
216,0.00117354164831
217,0.000949627778027
218,0.00149786227848
219,0.000955996511038
220,0.000577339029405
221,0.000559107051231
222,0.000890218245331
223,0.000955996511038
224,0.00107171188574
225,0.000671330315527
226,0.000933175557293
227,0.000606981280725
228,0.00051567790797
229,0.000434004934505
230,0.000679170712829
231,0.000606981280725
232,0.000869538926054
233,0.00234232656658
234,0.0023353016004
235,0.00205237977207
236,0.00163193349726
237,0.00159751228057
238,0.00189499894623
239,0.00205237977207
240,0.00181653164327
241,0.000808137177955
242,0.00110547232907
243,0.000944833271205
244,0.000798949564341
245,0.000807310512755
246,0.0012595532462
247,0.000944833271205
248,0.00128658534959
249,0.000878985447343
250,0.000967173487879
251,0.00111245317385
252,0.000842469686177
253,0.00100005266722
254,0.00126851361711
255,0.00111245317385
256,0.00140667310916
257,0.000650545174722
258,0.000858831452206
259,0.000612549949437
260,0.000504027178977
261,0.000424198631663
262,0.000663828570396
263,0.000612549949437
264,0.00084902549861
265,0.000784573261626
266,0.000833092897665
267,0.00103565503377
268,0.000599028076977
269,0.000531469646376
270,0.000917728757486
271,0.00103565503377
272,0.000960598117672
273,0.000899442122318
274,0.0015316096833
275,0.0010706873145
276,0.000718395982403
277,0.000589693372604
278,0.000975500093773
279,0.0010706873145
280,0.00130326545332
281,0.000585559173487
282,0.000932656868827
283,0.000826347328257
284,0.000530081917532
285,0.000459223811049
286,0.000722964876331
287,0.000826347328257
288,0.000786056858487
289,0.000539242115337
290,0.000868102943059
291,0.000942973478232
292,0.000508398050442
293,0.00044127079309
294,0.000693396257702
295,0.000942973478232
296,0.000753909815103
297,0.000348866917193
298,0.00114263081923
299,0.00137432664633
300,0.000833727128338
301,0.000862016517203
302,0.0011180434376
303,0.00137432664633
304,0.00129372160882
305,0.000877505866811
306,0.00154494692106
307,0.000972852052655
308,0.000695785216521
309,0.000695809081662
310,0.00116585800424
311,0.000972852052655
312,0.00115013902541
313,0.00109172600787
314,0.0010593442712
315,0.00137750501744
316,0.000929512490984
317,0.000769312784541
318,0.00130934000481
319,0.00137750501744
320,0.00135196454357
321,0.00199792464264
322,0.00161276338622
323,0.00160145910922
324,0.0011654549744
325,0.00106983492151
326,0.00204330915585
327,0.00160145910922
328,0.00139637233224
329,0.00113268767018
330,0.000808413664345
331,0.00163016770966
332,0.000793459534179
333,0.000800643814728
334,0.000860234373249
335,0.00163016770966
336,0.00100071553607
337,0.00107584556099
338,0.00147332553752
339,0.0012073853286
340,0.000997425988317
341,0.000959905970376
342,0.00177912891377
343,0.0012073853286
344,0.00179915328044
345,0.00095424160827
346,0.000981883495115
347,0.00111635925714
348,0.000646374828648
349,0.000562655739486
350,0.000883806322236
351,0.00111635925714
352,0.00103239924647
353,0.00113547057845
354,0.00139214866795
355,0.00122721400112
356,0.00107560725883
357,0.000977033865638
358,0.0018054000102
359,0.00122721400112
360,0.00182571972255
361,0.00138500763569
362,0.00158258993179
363,0.00166397343855
364,0.00124524941202
365,0.00126114324667
366,0.00208109244704
367,0.00166397343855
368,0.00216405512765
369,0.000986664206721
370,0.00154083862435
371,0.00122602866031
372,0.000720401585568
373,0.000851595657878
374,0.00108136911876
375,0.00122602866031
376,0.0011213895632
377,0.0009131381521
378,0.000978503376245
379,0.00151949387509
380,0.000676828087308
381,0.00071117473999
382,0.000932331720833
383,0.00151949387509
384,0.00093355262652
385,0.000773478881456
386,0.000779128109571
387,0.00115020084195
388,0.000732928921934
389,0.000671794929076
390,0.00101547315717
391,0.00115020084195
392,0.00103746168315
393,0.000776207190938
394,0.000842196750455
395,0.000866929243784
396,0.000575382553507
397,0.000515694380738
398,0.00103132810909
399,0.000866929243784
400,0.00094223843189
401,0.00105806533247
402,0.00115016242489
403,0.00123825471383
404,0.000856354541611
405,0.000816316751298
406,0.00110962928738
407,0.00123825471383
408,0.0012193408329
409,0.00107093120459
410,0.00147395557724
411,0.00102135573979
412,0.000661979371216
413,0.000759693386499
414,0.00128465984017
415,0.00102135573979
416,0.00126734096557
417,0.000743451644666
418,0.000943435472436
419,0.000820808461867
420,0.000474761705846
421,0.000466146826511
422,0.000893325195648
423,0.000820808461867
424,0.000828250776976
425,0.000791397236753
426,0.00098143692594
427,0.000919028534554
428,0.000536090112291
429,0.000506118289195
430,0.000845614704303
431,0.000919028534554
432,0.000860033149365
433,0.000686765823048
434,0.000593476172071
435,0.000796059786808
436,0.000462158001028
437,0.000401328725275
438,0.000705527258106
439,0.000796059786808
440,0.000747508835047
441,0.00161276338622
442,0.00102240336128
443,0.00157919700723
444,0.000907639157958
445,0.000818899890874
446,0.000915609882213
447,0.00157919700723
448,0.0010471411515
449,0.000804533541668
450,0.000972347566858
451,0.000942599785049
452,0.000536090112291
453,0.000506118289195
454,0.000845614704303
455,0.000942599785049
456,0.000895924575161
457,0.0018489054637
458,0.00119636184536
459,0.00158438785002
460,0.000887391332071
461,0.00085732084699
462,0.00101713370532
463,0.00158438785002
464,0.00118538714014
465,0.0010694161756
466,0.00113482552115
467,0.00140077504329
468,0.000717185495887
469,0.000593113480136
470,0.000886203721166
471,0.00140077504329
472,0.000889176793862
473,0.0013859833125
474,0.00117868278176
475,0.00217770296149
476,0.00149634410627
477,0.00100219633896
478,0.00107619876508
479,0.00217770296149
480,0.00118078861851
481,0.00130595115479
482,0.00182015099563
483,0.0016138945939
484,0.000892211275641
485,0.000999741139822
486,0.00134221091866
487,0.0016138945939
488,0.00142070476431
489,0.000519672292285
490,0.000815346196759
491,0.00100775435567
492,0.000510267913342
493,0.000453287037089
494,0.000676612660754
495,0.00100775435567
496,0.000742794829421
497,0.00126603071112
498,0.0013258511899
499,0.00158343929797
500,0.000942248734646
501,0.000810469209682
502,0.00133612088393
503,0.00158343929797
504,0.00152296968736
